 MutProb SubProb DupProb DelProb MeanEditsPerBit StDevEditsPerBit MedianEditsPerBit UpperQuartileEditsPerBit LowerQuartileEditsPerBit
1 1 0 0 0 0 0 0 0 0
2 1 0.001 0 0 0.00091552734375 0.000582238282114835 0.0009765625 0.0015869140625 0.00048828125
3 1 0.0014 0 0 0.00140380859375 0.000768008874030635 0.001220703125 0.0020751953125 0.0009765625
4 1 0.002 0 0 0.001251220703125 0.000612636105343162 0.0013427734375 0.001708984375 0.0009765625
5 1 0.0028 0 0 0.00239054361979167 0.000833091998917688 0.002685546875 0.0032958984375 0.0015869140625
6 1 0.004 0 0 0.00249226888020833 0.00108779459053261 0.00244140625 0.0035400390625 0.0018310546875
7 1 0.0057 0 0 0.00444539388020833 0.00075653781283175 0.00439453125 0.0050048828125 0.00390625
8 1 0.008 0 0 0.00609334309895833 0.00112704059886476 0.0064697265625 0.00732421875 0.00537109375
9 1 0.011 0 0 0.00745646158854167 0.00137607621691729 0.008056640625 0.0087890625 0.00634765625
10 1 0.016 0 0 0.0122884114583333 0.0015965357516938 0.0125732421875 0.013916015625 0.01123046875
11 1 0.023 0 0 0.0193888346354167 0.00204617017237738 0.019287109375 0.0196533203125 0.0185546875
12 1 0.032 0 0 0.0256551106770833 0.00415422848049996 0.0250244140625 0.02685546875 0.0230712890625
13 1 0.045 0 0 0.033905029296875 0.00368682152761873 0.0341796875 0.0352783203125 0.031005859375
14 1 0.064 0 0 0.0482279459635417 0.00334023067520911 0.04931640625 0.0511474609375 0.047119140625
15 1 0.09 0 0 0.0732828776041667 0.00305270710061964 0.073486328125 0.076171875 0.0731201171875
16 1 0.128 0 0 0.09820556640625 0.00764435382390866 0.0982666015625 0.1011962890625 0.0953369140625
17 1 0.18 0 0 0.124837239583333 0.00457514942552867 0.1268310546875 0.129150390625 0.11962890625
18 1 0.26 0 0 0.169047037760417 0.00612176498090077 0.16748046875 0.1763916015625 0.16455078125
19 1 0.36 0 0 0.219156901041667 0.00515143789651658 0.2213134765625 0.2232666015625 0.21533203125
20 1 0.5 0 0 0.251749674479167 0.00454273624249785 0.251953125 0.25390625 0.24951171875
