 MutProb SubProb DupProb DelProb MeanEditsPerBit StDevEditsPerBit MedianEditsPerBit UpperQuartileEditsPerBit LowerQuartileEditsPerBit
1 1 0 0.001 0 0 0 0 0 0
2 1 0 0.0014 0 3.0517578125e-05 0.000133023039048482 0 0 0
3 1 0 0.002 0 6.7138671875e-05 0.000202338677420053 0 0 0
4 1 0 0.0028 0 3.662109375e-05 0.000159627646858179 0 0 0
5 1 0 0.004 0 2.44140625e-05 0.000106418431238786 0 0 0
6 1 0 0.0057 0 0 0 0 0 0
7 1 0 0.008 0 0 0 0 0 0
8 1 0 0.011 0 0 0 0 0 0
9 1 0 0.016 0 0 0 0 0 0
10 1 0 0.023 0 0 0 0 0 0
11 1 0 0.032 0 4.2724609375e-05 0.000186232254667875 0 0 0
12 1 0 0.045 0 0 0 0 0 0
13 1 0 0.064 0 6.7138671875e-05 0.000292650685906661 0 0 0
14 1 0 0.09 0 0 0 0 0 0
15 1 0 0.128 0 0 0 0 0 0
16 1 0 0.18 0 0 0 0 0 0
17 1 0 0.26 0 0 0 0 0 0
18 1 0 0.36 0 0.00013427734375 0.000404677354840107 0 0 0
19 1 0 0.5 0 0.00040283203125 0.000647202936611893 0 0.0009765625 0
