 MutProb SubProb DupProb DelProb MeanEditsPerBit StDevEditsPerBit MedianEditsPerBit UpperQuartileEditsPerBit LowerQuartileEditsPerBit
1 1 0 0.001 0 0.00184122721354167 0.00072809992825734 0.001708984375 0.002685546875 0.00146484375
2 1 0 0.0014 0 0.00274658203125 0.00103039202979334 0.0025634765625 0.00341796875 0.0020751953125
3 1 0 0.002 0 0.003692626953125 0.000989353337246541 0.0037841796875 0.004638671875 0.00341796875
4 1 0 0.0028 0 0.00490315755208333 0.00142952044031504 0.0048828125 0.005615234375 0.00390625
5 1 0 0.004 0 0.0076904296875 0.00119707769233037 0.0078125 0.008544921875 0.0069580078125
6 1 0 0.0057 0 0.010040283203125 0.00195955172811019 0.0103759765625 0.012451171875 0.0089111328125
7 1 0 0.008 0 0.0132242838541667 0.00159809056694788 0.013427734375 0.014892578125 0.01171875
8 1 0 0.011 0 0.0176798502604167 0.00235062403521012 0.0184326171875 0.0198974609375 0.0155029296875
9 1 0 0.016 0 0.0241902669270833 0.00164593860434418 0.0244140625 0.0252685546875 0.023193359375
10 1 0 0.023 0 0.0330607096354167 0.00239199330628106 0.032958984375 0.0343017578125 0.0318603515625
11 1 0 0.032 0 0.041900634765625 0.00270173942099863 0.0413818359375 0.04443359375 0.0401611328125
12 1 0 0.045 0 0.0584615071614583 0.0052315967297292 0.0587158203125 0.0628662109375 0.0531005859375
13 1 0 0.064 0 0.0766805013020833 0.00605609699646951 0.0765380859375 0.077880859375 0.0751953125
14 1 0 0.09 0 0.077972412109375 0.00496980735236894 0.078125 0.080810546875 0.0745849609375
15 1 0 0.128 0 0.0995279947916667 0.00468166128971038 0.09814453125 0.101806640625 0.096923828125
16 1 0 0.18 0 0.120188395182292 0.00968396162372404 0.1217041015625 0.13134765625 0.10986328125
17 1 0 0.26 0 0.147359212239583 0.00315335181178419 0.1483154296875 0.1497802734375 0.1461181640625
18 1 0 0.36 0 0.163859049479167 0.00657809367692202 0.161865234375 0.1671142578125 0.1591796875
19 1 0 0.5 0 0.1668701171875 0.00730350532417445 0.170654296875 0.1734619140625 0.16162109375
